"","x","y","layer_Categories","cum_cost"
"338",700,7500,"Corn",0.000867408433874771
"339",700,7700,"Corn",0.00183219786955137
"340",700,7900,"Corn",0.00156253372024484
"341",700,8100,"Corn",0.000880455144216005
"342",700,8300,"Corn",0.00380276362466951
"343",700,8500,"Corn",0.000668406871621633
"344",700,8700,"Corn",0.000649069372142337
"345",700,8900,"Corn",0.00111925346920664
"346",700,9100,"Corn",0.0005394167524963
"347",700,9300,"Corn",0.000810964564815956
"348",700,9500,"Corn",0.00151490887838558
"349",700,9700,"Corn",0.00337830905794747
"350",700,9900,"Corn",0.00166845616083508
"351",700,10100,"Corn",0.0010422031341315
"352",700,10300,"Corn",0.000637020459472954
"353",700,10500,"Corn",0.00118389897622967
"354",700,10700,"Corn",0.000868764017341846
"355",700,10900,"Corn",0.0037504699415788
"356",700,11100,"Corn",0.000966773932882426
"357",700,11300,"Corn",0.00257098021828308
"358",700,11500,"Beef",0.572035831585467
"359",700,11700,"Corn",0.000705608397965439
"360",700,11900,"Corn",0.00465777129050882
"361",700,12100,"Corn",0.000691136300095764
"362",700,12300,"Corn",0.00191272658886437
"363",700,12500,"Corn",0.00104209276371327
"364",700,12700,"Beef",0.208664879223012
"365",700,12900,"Beef",0.358566071120182
"366",700,13100,"Forest",0
"367",700,13300,"Forest",0
"368",700,13500,"Forest",0
"369",700,13700,"Forest",0
"370",700,13900,"Forest",0
"371",700,14100,"Forest",0
"372",700,14300,"Forest",0
"373",700,14500,"Forest",0
"374",700,14700,"Forest",0
"375",700,14900,"Forest",0
"376",700,15100,"Forest",0
"377",700,15300,"Forest",0
"378",700,15500,"Forest",0
"379",700,15700,"Forest",0
"380",700,15900,"Forest",0
"381",700,16100,"Forest",0
"382",700,16300,"Forest",0
"383",700,16500,"Forest",0
"384",700,16700,"Beef",0.164293951959802
"385",700,16900,"Beef",0.161866409602827
"386",700,17100,"Beef",0.192981560213499
"387",700,17300,"Corn",0.0010535930956906
"388",700,17500,"Corn",0.000917873299383951
"389",700,17700,"Corn",0.00587588039422363
"390",700,17900,"Corn",0.000846177776153222
"391",700,18100,"Corn",0.000492063484833538
"392",700,18300,"Corn",0.00434495183154286
"393",700,18500,"Corn",0.001997261139025
"394",700,18700,"Corn",0.00103127662898102
"395",700,18900,"Corn",0.00168357186088701
"396",700,19100,"Corn",0.00279910696870908
"397",700,19300,"Corn",0.000415525059709777
"398",700,19500,"Corn",0.00157031544763946
"399",700,19700,"Corn",0.0007851312807361
"400",700,19900,"Corn",0.00148422110783238
"401",900,100,"Water",0
"402",900,300,"Water",0
"403",900,500,"Water",0
"404",900,700,"Water",0
"405",900,900,"Water",0
"406",900,1100,"Water",0
"407",900,1300,"Water",0
"408",900,1500,"Water",0
"409",900,1700,"Water",0
"410",900,1900,"Water",0
"411",900,2100,"Water",0
"412",900,2300,"Water",0
"413",900,2500,"Forest",0
"414",900,2700,"Forest",0
"415",900,2900,"Forest",0
"416",900,3100,"Forest",0
"417",900,3300,"Forest",0
"418",900,3500,"Forest",0
"419",900,3700,"Forest",0
"420",900,3900,"Forest",0
"421",900,4100,"Forest",0
"422",900,4300,"Forest",0
"423",900,4500,"Forest",0
"424",900,4700,"Forest",0
"425",900,4900,"Forest",0
"426",900,5100,"Forest",0
"427",900,5300,"Forest",0
"428",900,5500,"Forest",0
"429",900,5700,"Forest",0
"430",900,5900,"Forest",0
"431",900,6100,"Forest",0
"432",900,6300,"Forest",0
"433",900,6500,"Forest",0
"434",900,6700,"Beef",0.271180382691891
"435",900,6900,"Beef",0.26912625637485
"436",900,7100,"Beef",0.26017993664024
"437",900,7300,"Beef",0.14872436053112
"438",900,7500,"Corn",0.000574820230077973
"439",900,7700,"Corn",0.00280249896839026
"440",900,7900,"Corn",0.0024726211347836
"441",900,8100,"Corn",0.000959303313146399
"442",900,8300,"Corn",0.00262432525308739
"443",900,8500,"Corn",0.0033983610500495
"444",900,8700,"Corn",0.0140983750597834
"445",900,8900,"Corn",0.00187151515222122
"446",900,9100,"Corn",0.00141340015477745
"447",900,9300,"Corn",0.00187579251232647
"448",900,9500,"Corn",0.00131222360433173
"449",900,9700,"Corn",0.000905159934336958
"450",900,9900,"Corn",0.000752171172078443
"451",900,10100,"Corn",0.00123471392789202
"452",900,10300,"Corn",0.00231370059606217
"453",900,10500,"Corn",0.00135097092761168
"454",900,10700,"Corn",0.000548550449405289
"455",900,10900,"Corn",0.000461887348613232
"456",900,11100,"Corn",0.000594254331494976
"457",900,11300,"Corn",0.000873910860082423
"458",900,11500,"Beef",0.303953226061137
"459",900,11700,"Beef",0.296044757935816
"460",900,11900,"Corn",0.00157391816084078
"461",900,12100,"Corn",0.00415417994410664
"462",900,12300,"Corn",0.000643049277923718
"463",900,12500,"Corn",0.000691889014492885
"464",900,12700,"Beef",0.2608244004192
"465",900,12900,"Beef",0.173012105063827
"466",900,13100,"Beef",0.185023108339688
"467",900,13300,"Forest",0
"468",900,13500,"Forest",0
"469",900,13700,"Forest",0
"470",900,13900,"Forest",0
"471",900,14100,"Forest",0
"472",900,14300,"Forest",0
"473",900,14500,"Forest",0
"474",900,14700,"Forest",0
"475",900,14900,"Forest",0
"476",900,15100,"Forest",0
"477",900,15300,"Forest",0
"478",900,15500,"Forest",0
"479",900,15700,"Forest",0
"480",900,15900,"Forest",0
"481",900,16100,"Forest",0
"482",900,16300,"Forest",0
"483",900,16500,"Beef",0.191945737532022
"484",900,16700,"Beef",0.131124244853678
"485",900,16900,"Corn",0.00231010708045238
"486",900,17100,"Beef",0.262265337586807
"487",900,17300,"Corn",0.0012515499683583
"488",900,17500,"Corn",0.00186828760347582
"489",900,17700,"Corn",0.000632074295898771
"490",900,17900,"Corn",0.00123632608250121
"491",900,18100,"Corn",0.00207688632269578
"492",900,18300,"Corn",0.0047737196089815
"493",900,18500,"Corn",0.00429768579285499
"494",900,18700,"Corn",0.00559871704647011
"495",900,18900,"Corn",0.00157414080223106
"496",900,19100,"Corn",0.000967058605485153
"497",900,19300,"Corn",0.000657651771040807
"498",900,19500,"Corn",0.0016427634392477
"499",900,19700,"Corn",0.0034651727129102
"500",900,19900,"Corn",0.0032116988144518
"501",1100,100,"Water",0
"502",1100,300,"Water",0
"503",1100,500,"Water",0
"504",1100,700,"Water",0
"505",1100,900,"Water",0
"506",1100,1100,"Water",0
"507",1100,1300,"Water",0
"508",1100,1500,"Water",0
"509",1100,1700,"Water",0
"510",1100,1900,"Water",0
"511",1100,2100,"Forest",0
"512",1100,2300,"Forest",0
"513",1100,2500,"Forest",0
"514",1100,2700,"Forest",0
"515",1100,2900,"Forest",0
"516",1100,3100,"Forest",0
"517",1100,3300,"Forest",0
"518",1100,3500,"Forest",0
"519",1100,3700,"Forest",0
"520",1100,3900,"Forest",0
"521",1100,4100,"Forest",0
"522",1100,4300,"Forest",0
"523",1100,4500,"Forest",0
"524",1100,4700,"Forest",0
"525",1100,4900,"Forest",0
"526",1100,5100,"Forest",0
"527",1100,5300,"Forest",0
"528",1100,5500,"Forest",0
"529",1100,5700,"Forest",0
"530",1100,5900,"Forest",0
"531",1100,6100,"Forest",0
"532",1100,6300,"Forest",0
"533",1100,6500,"Forest",0
"534",1100,6700,"Forest",0
"535",1100,6900,"Beef",0.281790710475719
"536",1100,7100,"Beef",0.197601113706339
"537",1100,7300,"Corn",0.00706293878386426
"538",1100,7500,"Beef",0.237822679238562
"539",1100,7700,"Corn",0.00414076797515908
"540",1100,7900,"Corn",0.0013231240163223
"541",1100,8100,"Corn",0.00159218544187419
"542",1100,8300,"Corn",0.00120063990365221
"543",1100,8500,"Corn",0.00467117000269487
"544",1100,8700,"Corn",0.000807794121269
"545",1100,8900,"Corn",0.00685478556097895
"546",1100,9100,"Corn",0.00082428950945659
"547",1100,9300,"Corn",0.000635064080941048
"548",1100,9500,"Corn",0.00162982829792484
"549",1100,9700,"Corn",0.00130220640074891
"550",1100,9900,"Corn",0.00519059178591979
"551",1100,10100,"Corn",0.005005932220836
"552",1100,10300,"Corn",0.00688144477070165
"553",1100,10500,"Corn",0.00896279926301851
"554",1100,10700,"Corn",0.00383502182179199
"555",1100,10900,"Corn",0.00368368028667086
"556",1100,11100,"Corn",0.00205788926185436
"557",1100,11300,"Corn",0.00897052588411766
"558",1100,11500,"Beef",0.315539223105699
"559",1100,11700,"Beef",0.205840994923685
"560",1100,11900,"Beef",0.309210248670118
"561",1100,12100,"Beef",0.168891186350776
"562",1100,12300,"Corn",0.00234720152015716
"563",1100,12500,"Beef",0.309007248750355
"564",1100,12700,"Beef",0.257007330642248
"565",1100,12900,"Beef",0.244267076318684
"566",1100,13100,"Corn",0.00112604228370466
"567",1100,13300,"Beef",0.246206622652096
"568",1100,13500,"Beef",0.370591839480485
"569",1100,13700,"Beef",0.294119291106222
"570",1100,13900,"Beef",0.211784300026542
"571",1100,14100,"Beef",0.891259592544884
"572",1100,14300,"Forest",0
"573",1100,14500,"Forest",0
"574",1100,14700,"Forest",0
"575",1100,14900,"Forest",0
"576",1100,15100,"Forest",0
"577",1100,15300,"Forest",0
"578",1100,15500,"Forest",0
"579",1100,15700,"Forest",0
"580",1100,15900,"Forest",0
"581",1100,16100,"Beef",0.176434070074827
"582",1100,16300,"Beef",0.175971373421427
"583",1100,16500,"Beef",0.215164978525751
"584",1100,16700,"Corn",0.00152092327736597
"585",1100,16900,"Beef",0.21564410955606
"586",1100,17100,"Corn",0.0195903326170623
"587",1100,17300,"Corn",0.00240585998161981
"588",1100,17500,"Corn",0.00427225621989791
"589",1100,17700,"Corn",0.00341098187230773
"590",1100,17900,"Corn",0.00149532056225239
"591",1100,18100,"Corn",0.00148989830533539
"592",1100,18300,"Corn",0.00049451135946252
"593",1100,18500,"Corn",0.00420725335963322
"594",1100,18700,"Corn",0.00215381434074172
"595",1100,18900,"Corn",0.00160818473969614
"596",1100,19100,"Corn",0.00238476469081559
"597",1100,19300,"Corn",0.0032136549657163
"598",1100,19500,"Corn",0.00392564041613832
"599",1100,19700,"Corn",0.00347573288005134
"600",1100,19900,"Corn",0.00103634477935884
"601",1300,100,"Water",0
"602",1300,300,"Water",0
"603",1300,500,"Water",0
"604",1300,700,"Water",0
"605",1300,900,"Water",0
"606",1300,1100,"Water",0
"607",1300,1300,"Water",0
"608",1300,1500,"Water",0
"609",1300,1700,"Water",0
"610",1300,1900,"Water",0
"611",1300,2100,"Water",0
"612",1300,2300,"Forest",0
"613",1300,2500,"Forest",0
"614",1300,2700,"Forest",0
"615",1300,2900,"Forest",0
"616",1300,3100,"Forest",0
"617",1300,3300,"Forest",0
"618",1300,3500,"Forest",0
"619",1300,3700,"Forest",0
"620",1300,3900,"Forest",0
"621",1300,4100,"Forest",0
"622",1300,4300,"Forest",0
"623",1300,4500,"Forest",0
"624",1300,4700,"Forest",0
"625",1300,4900,"Forest",0
"626",1300,5100,"Forest",0
"627",1300,5300,"Forest",0
"628",1300,5500,"Forest",0
"629",1300,5700,"Forest",0
"630",1300,5900,"Forest",0
"631",1300,6100,"Forest",0
"632",1300,6300,"Forest",0
"633",1300,6500,"Forest",0
"634",1300,6700,"Forest",0
"635",1300,6900,"Forest",0
"636",1300,7100,"Beef",0.429361525687761
"637",1300,7300,"Corn",0.000514865185172288
"638",1300,7500,"Corn",0.00153301898771299
"639",1300,7700,"Corn",0.00186221071567653
"640",1300,7900,"Corn",0.000933009843400275
"641",1300,8100,"Corn",0.00278717560818648
"642",1300,8300,"Corn",0.00284904199439253
"643",1300,8500,"Corn",0.000607738322137599
"644",1300,8700,"Corn",0.00201709250558436
"645",1300,8900,"Corn",0.00197484761679171
"646",1300,9100,"Corn",0.000618145626600358
"647",1300,9300,"Corn",0.00241818709902358
"648",1300,9500,"Corn",0.00467767709847054
"649",1300,9700,"Corn",0.00127099501654099
"650",1300,9900,"Corn",0.000629007453590148
"651",1300,10100,"Corn",0.00279694067892619
"652",1300,10300,"Corn",0.00120074405268852
"653",1300,10500,"Corn",0.000642795578678522
"654",1300,10700,"Corn",0.000790279424438585
"655",1300,10900,"Corn",0.00250079218509692
"656",1300,11100,"Corn",0.00100429118201876
"657",1300,11300,"Corn",0.00149055092110873
"658",1300,11500,"Corn",0.00150144703133413
"659",1300,11700,"Corn",0.00777252876934516
"660",1300,11900,"Corn",0.00260140870114383
"661",1300,12100,"Beef",0.272341329073941
"662",1300,12300,"Beef",0.385355817810838
"663",1300,12500,"Beef",0.26539601191886
"664",1300,12700,"Corn",0.00342768769278444
"665",1300,12900,"Corn",0.00126698633558104
"666",1300,13100,"Corn",0.00327683871833407
"667",1300,13300,"Corn",0.000828231835610827
"668",1300,13500,"Beef",0.41381009832712
"669",1300,13700,"Forest",0
"670",1300,13900,"Beef",0.175976068371277
"671",1300,14100,"Beef",0.25701959062221
"672",1300,14300,"Forest",0
"673",1300,14500,"Forest",0
"674",1300,14700,"Forest",0
"675",1300,14900,"Forest",0
"676",1300,15100,"Forest",0
"677",1300,15300,"Forest",0
"678",1300,15500,"Forest",0
"679",1300,15700,"Forest",0
"680",1300,15900,"Forest",0
"681",1300,16100,"Forest",0
"682",1300,16300,"Forest",0
"683",1300,16500,"Forest",0
"684",1300,16700,"Beef",0.288137426489467
"685",1300,16900,"Beef",0.350941668340322
"686",1300,17100,"Corn",0.00229947415894239
"687",1300,17300,"Corn",0.000427977786988903
"688",1300,17500,"Beef",0.831669017879103
"689",1300,17700,"Corn",0.000814958468805566
"690",1300,17900,"Corn",0.00143752212480851
"691",1300,18100,"Corn",0.00225283665127467
"692",1300,18300,"Corn",0.00105460359784189
"693",1300,18500,"Corn",0.00933601035243063
"694",1300,18700,"Corn",0.00213199257832374
"695",1300,18900,"Corn",0.0041749692938148
"696",1300,19100,"Corn",0.00274764581317844
"697",1300,19300,"Corn",0.00367058646961711
"698",1300,19500,"Corn",0.00333539045961208
"699",1300,19700,"Corn",0.00218796475946141
"700",1300,19900,"Corn",0.00196255478442768
"701",1500,100,"Water",0
"702",1500,300,"Water",0
"703",1500,500,"Water",0
"704",1500,700,"Salmon aquaculture",0.00998504436263539
"705",1500,900,"Water",0
"706",1500,1100,"Water",0
"707",1500,1300,"Water",0
"708",1500,1500,"Water",0
"709",1500,1700,"Water",0
"710",1500,1900,"Water",0
"711",1500,2100,"Forest",0
"712",1500,2300,"Forest",0
"713",1500,2500,"Forest",0
"714",1500,2700,"Forest",0
"715",1500,2900,"Water",0
"716",1500,3100,"Forest",0
"717",1500,3300,"Forest",0
"718",1500,3500,"Forest",0
"719",1500,3700,"Forest",0
"720",1500,3900,"Forest",0
"721",1500,4100,"Forest",0
"722",1500,4300,"Forest",0
"723",1500,4500,"Forest",0
"724",1500,4700,"Forest",0
"725",1500,4900,"Forest",0
"726",1500,5100,"Forest",0
"727",1500,5300,"Forest",0
"728",1500,5500,"Forest",0
"729",1500,5700,"Forest",0
"730",1500,5900,"Forest",0
"731",1500,6100,"Forest",0
"732",1500,6300,"Forest",0
"733",1500,6500,"Forest",0
"734",1500,6700,"Forest",0
"735",1500,6900,"Forest",0
"736",1500,7100,"Beef",0.179192198268325
"737",1500,7300,"Corn",0.00171156813793246
"738",1500,7500,"Corn",0.00188975325911299
"739",1500,7700,"Corn",0.00134856536553313
"740",1500,7900,"Corn",0.000539644675270148
"741",1500,8100,"Corn",0.000723236094934406
"742",1500,8300,"Corn",0.00156058685593943
"743",1500,8500,"Corn",0.0133954077119871
"744",1500,8700,"Corn",0.000555805378240437
"745",1500,8900,"Corn",0.00158600441831685
"746",1500,9100,"Corn",0.00162393385279603
"747",1500,9300,"Corn",0.0059677636477156
"748",1500,9500,"Corn",0.000894924098021823
